# number of accepted and rejected moves in the centre of mass position move
00577         74        106
00578         78        102
00579         77        103
00580         75        105
00581         72        108
00582         67        113
00583         78        102
00584         61        119
00585         86         94
00586         81         99
00587         75        105
00588         82         98
00589         85         95
00590         78        102
00591         95         85
00592         82         98
00593         85         95
00594         78        102
00595         80        100
00596         74        106
00597         70        110
00598         78        102
00599         75        105
00600         78        102
00601         76        104
00602         80        100
00603         75        105
00604         74        106
00605         80        100
00606         69        111
00607         79        101
00608         69        111
00609         69        111
00610         75        105
00611         78        102
00612         75        105
00613         72        108
00614         76        104
00615         80        100
00616         84         96
00617         85         95
00618         93         87
00619         72        108
00620         74        106
00621         90         90
00622         77        103
00623         74        106
00624         78        102
00625         88         92
00626         62        118
00627         79        101
00628         88         92
00629         74        106
00630         76        104
00631         84         96
00632         82         98
00633         88         92
00634         66        114
00635         83         97
00636         70        110
00637         82         98
00638         72        108
00639         77        103
00640         81         99
00641         66        114
00642         75        105
00643         83         97
00644         77        103
00645         77        103
00646         62        118
00647         71        109
00648         69        111
00649         75        105
00650         70        110
00651         85         95
00652         79        101
00653         73        107
00654         69        111
00655         68        112
00656         90         90
00657         84         96
00658         77        103
00659         58        122
00660         86         94
00661         79        101
00662         88         92
00663         84         96
00664         68        112
00665         78        102
00666         86         94
00667         78        102
00668         93         87
00669         81         99
00670         78        102
00671         74        106
00672         82         98
00673         87         93
00674         74        106
00675         85         95
00676         76        104
00677         74        106
00678         74        106
00679         81         99
00680         80        100
00681         79        101
00682         77        103
00683         70        110
00684         68        112
00685         75        105
00686         91         89
00687         76        104
00688         68        112
00689         89         91
00690         87         93
00691         73        107
00692         81         99
00693         82         98
00694         77        103
00695         85         95
00696         79        101
00697         83         97
00698         69        111
00699         68        112
00700         67        113
00701         79        101
00702         71        109
00703         76        104
00704         72        108
00705         82         98
00706         82         98
00707         84         96
00708         73        107
00709         79        101
00710         76        104
00711         82         98
00712         80        100
00713         75        105
00714         62        118
00715         64        116
00716         76        104
00717         76        104
00718         91         89
00719         68        112
00720         67        113
00721         80        100
00722         83         97
00723         82         98
00724         83         97
00725         79        101
00726         78        102
00727         68        112
00728         78        102
00729         87         93
00730         83         97
00731         83         97
00732         74        106
00733         76        104
00734         63        117
00735         76        104
00736         80        100
00737         87         93
00738         80        100
00739         88         92
00740         84         96
00741         79        101
00742         89         91
00743         70        110
00744         83         97
00745         84         96
00746         69        111
00747         73        107
00748         76        104
00749         89         91
00750         83         97
00751         64        116
00752         81         99
00753         88         92
00754         82         98
00755         79        101
00756         89         91
00757         80        100
00758         84         96
00759         71        109
00760         79        101
00761         73        107
00762         65        115
00763         74        106
00764         89         91
00765         80        100
00766         71        109
00767         83         97
00768         77        103
00769         78        102
00770         82         98
00771         69        111
00772         75        105
00773         79        101
00774         81         99
00775         72        108
00776         74        106
00777         90         90
00778         72        108
00779         82         98
00780         77        103
00781         67        113
00782         83         97
00783         79        101
00784         65        115
00785         77        103
00786         78        102
00787         79        101
00788         58        122
00789         82         98
00790         78        102
00791         59        121
00792         79        101
00793         80        100
00794         79        101
00795         84         96
00796         71        109
00797         78        102
00798         74        106
00799         81         99
00800         84         96
00801         84         96
00802         63        117
00803         78        102
00804         70        110
00805         76        104
00806         84         96
00807         72        108
00808         76        104
00809         78        102
00810         83         97
00811         80        100
00812         83         97
00813         77        103
00814         78        102
00815         76        104
00816         81         99
00817         81         99
00818         75        105
00819         78        102
00820         82         98
00821         85         95
00822         83         97
00823         73        107
00824         81         99
00825         84         96
00826         69        111
00827         84         96
00828         71        109
00829         67        113
00830         71        109
00831         83         97
00832         71        109
00833         68        112
00834         84         96
00835         85         95
00836         81         99
00837         73        107
00838         85         95
00839         80        100
00840         73        107
00841         98         82
00842         75        105
00843         79        101
00844         89         91
00845         72        108
00846         78        102
00847         80        100
00848         77        103
00849         69        111
00850         76        104
00851         83         97
00852         93         87
00853         75        105
00854         84         96
00855         88         92
00856         85         95
00857         84         96
00858         84         96
00859         73        107
00860         83         97
00861         67        113
00862         78        102
00863         82         98
00864         89         91
00865         77        103
00866         73        107
00867         80        100
00868         86         94
00869         85         95
00870         62        118
00871         88         92
00872         78        102
00873         68        112
00874         80        100
00875         70        110
00876         81         99
00877         78        102
00878         75        105
00879         76        104
00880         66        114
00881         80        100
00882         76        104
00883         66        114
00884         74        106
00885         68        112
00886         75        105
00887         87         93
00888         67        113
00889         79        101
00890         73        107
00891         83         97
00892         85         95
00893         82         98
00894         77        103
00895         80        100
00896         72        108
00897         78        102
00898         83         97
00899         78        102
00900         72        108
00901         69        111
00902         72        108
00903         74        106
00904         63        117
00905         75        105
00906         86         94
00907         73        107
00908         75        105
00909         75        105
00910         80        100
00911         76        104
00912         77        103
00913         73        107
00914         84         96
00915         72        108
00916         60        120
00917         90         90
00918         75        105
00919         81         99
00920         68        112
00921         82         98
00922         84         96
00923         68        112
00924         79        101
00925         77        103
00926         83         97
00927         85         95
00928         76        104
00929         84         96
00930         75        105
00931         78        102
00932         76        104
00933         78        102
00934         81         99
00935         89         91
00936         77        103
00937         81         99
00938         72        108
00939         79        101
00940         71        109
00941         79        101
00942         73        107
00943         92         88
00944         85         95
00945         81         99
00946         75        105
00947         76        104
00948         72        108
00949         77        103
00950         75        105
00951         61        119
00952         59        121
00953         87         93
00954         77        103
00955         80        100
00956         83         97
00957         80        100
00958         69        111
00959         79        101
00960         87         93
00961         71        109
00962         78        102
00963         77        103
00964         74        106
00965         81         99
00966         72        108
00967         75        105
00968         90         90
00969         75        105
00970         84         96
00971         72        108
00972         75        105
00973         74        106
00974         84         96
00975         73        107
00976         81         99
00977         79        101
00978         73        107
00979         75        105
00980         67        113
00981         83         97
00982         73        107
